,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal
24,24,24,FTRWORRYb_W41,"{1.0: 'Very worried', 2.0: 'Fairly worried', 3.0: 'Not too worried', 4.0: 'Not at all worried', 99.0: 'Refused'}","Still thinking about the future of our country, how worried are you, if at all, about the ability of public schools to provide a quality education?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
25,25,25,FTRWORRYc_W41,"{1.0: 'Very worried', 2.0: 'Fairly worried', 3.0: 'Not too worried', 4.0: 'Not at all worried', 99.0: 'Refused'}","Still thinking about the future of our country, how worried are you, if at all, about the way the government in Washington works?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
26,26,26,FTRWORRYd_W41,"{1.0: 'Very worried', 2.0: 'Fairly worried', 3.0: 'Not too worried', 4.0: 'Not at all worried', 99.0: 'Refused'}","Still thinking about the future of our country, how worried are you, if at all, about the ability of political leaders to solve the country's biggest problems?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
27,27,27,FTRWORRYe_W41,"{1.0: 'Very worried', 2.0: 'Fairly worried', 3.0: 'Not too worried', 4.0: 'Not at all worried', 99.0: 'Refused'}","Still thinking about the future of our country, how worried are you, if at all, about the moral values of Americans?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
28,28,28,FTRWORRYf_W41,"{1.0: 'Very worried', 2.0: 'Fairly worried', 3.0: 'Not too worried', 4.0: 'Not at all worried', 99.0: 'Refused'}","Still thinking about the future of our country, how worried are you, if at all, about climate change?","['Very worried', 'Fairly worried', 'Not too worried', 'Not at all worried', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
29,29,29,ELDCARE_W41,"{1.0: 'better prepared financially for retirement than older adults are today', 2.0: 'less prepared financially for retirement than older adults today', 99.0: 'Refused'}","Thinking ahead 30 years from now, which do you think is more likely to happen? Adults ages 65 and older will be","['better prepared financially for retirement than older adults are today', 'less prepared financially for retirement than older adults today', 'Refused']","[1.0, 2.0]"
30,30,30,ELDFINANCEF1_W41,"{1.0: 'Family members', 2.0: 'Government', 3.0: 'Older Americans themselves', 99.0: 'Refused'}",Who do you think will be mostly responsible for paying for the long-term care older Americans may need?,"['Family members', 'Government', 'Older Americans themselves', 'Refused']","[1, 1, 1]"
31,31,31,ELDFINANCEF2_W41,"{1.0: 'Family members', 2.0: 'Government', 3.0: 'Older Americans themselves', 99.0: 'Refused'}",Who do you think should be mostly responsible for paying for the long-term care older Americans may need?,"['Family members', 'Government', 'Older Americans themselves', 'Refused']","[1, 1, 1]"
32,32,32,GOVPRIOa_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing the national debt?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
33,33,33,GOVPRIOb_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending for education?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
34,34,34,GOVPRIOc_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to providing high-quality, affordable health care to all Americans?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
35,35,35,GOVPRIOd_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending on scientific research?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
36,36,36,GOVPRIOe_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing the gap between the rich and the poor?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
37,37,37,GOVPRIOfF1_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing military spending?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
38,38,38,GOVPRIOgF1_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing the number of undocumented immigrants coming into the U.S.?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
39,39,39,GOVPRIOhF1_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing spending on Social Security, Medicare and Medicaid?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
40,40,40,GOVPRIOiF1_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending for roads, bridges and other infrastructure?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
41,41,41,GOVPRIOjF1_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to avoiding tax increases?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
42,42,42,GOVPRIOkF2_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing military spending?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
43,43,43,GOVPRIOlF2_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to who come here legally? Allowing more immigrants into the U.S.","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
44,44,44,GOVPRIOmF2_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to increasing spending on Social Security, Medicare and Medicaid?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
45,45,45,GOVPRIOnF2_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to reducing spending for roads, bridges and other infrastructure?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
46,46,46,GOVPRIOoF2_W41,"{1.0: 'A top priority', 2.0: 'An important, but not a top priority', 3.0: 'A lower priority', 4.0: 'Should not be done', 99.0: 'Refused'}","If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to dealing with climate change?","['A top priority', 'An important, but not a top priority', 'A lower priority', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
47,47,47,WRKTRN1F1_W41,"{1.0: 'Government', 2.0: 'Employers', 3.0: 'The education system', 4.0: 'Individuals themselves', 99.0: 'Refused'}","Over the next 30 years, who should be most responsible for making sure American workers have the right skills and training to get a good job?","['Government', 'Employers', 'The education system', 'Individuals themselves', 'Refused']","[1, 1, 1, 1]"
48,48,48,WRKTRN1F2_W41,"{1.0: 'Government', 2.0: 'Employers', 3.0: 'The education system', 4.0: 'Individuals themselves', 99.0: 'Refused'}","Over the next 30 years, who should be most responsible for making sure young adults have the right skills and training to get a good job?","['Government', 'Employers', 'The education system', 'Individuals themselves', 'Refused']","[1, 1, 1, 1]"
49,49,49,JOBSECURITY_W41,"{1.0: 'More job security', 2.0: 'Less job security', 3.0: 'About the same', 99.0: 'Refused'}","By the year 2050, will the average working person in this country have","['More job security', 'Less job security', 'About the same', 'Refused']","[1.0, 2.0, 1.5]"
50,50,50,JOBBENEFITS_W41,"{1.0: 'Better than they are now', 2.0: 'Not as good as they are now', 3.0: 'About the same as they are now', 99.0: 'Refused'}","Over the next 30 years, will the average working person in this country have employee benefits, such as health insurance, paid vacations and retirement plans that are","['Better than they are now', 'Not as good as they are now', 'About the same as they are now', 'Refused']","[1.0, 2.0, 1.5]"
51,51,51,AUTOWKPLC_W41,"{1.0: 'Mostly helped American workers', 2.0: 'Mostly hurt American workers', 3.0: 'Neither helped nor hurt', 99.0: 'Refused'}","Overall, has the automation of jobs through new technology in the workplace","['Mostly helped American workers', 'Mostly hurt American workers', 'Neither helped nor hurt', 'Refused']","[1.0, 2.0, 1.5]"
52,52,52,ROBWRK_W41,"{1.0: 'Definitely happen', 2.0: 'Probably happen', 3.0: 'Probably not happen', 4.0: 'Definitely not happen', 99.0: 'Refused'}","Overall, how likely do you think it is that 30 years from now robots and computers will do much of the work currently done by humans? Do you think this will","['Definitely happen', 'Probably happen', 'Probably not happen', 'Definitely not happen', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
53,53,53,ROBWRK2_W41,"{1.0: 'A very good thing for the country', 2.0: 'A somewhat good thing for the country', 3.0: 'A somewhat bad thing for the country', 4.0: 'A very bad thing for the country', 99.0: 'Refused'}","If robots and computers do much of the work currently done by humans, do you think this would be","['A very good thing for the country', 'A somewhat good thing for the country', 'A somewhat bad thing for the country', 'A very bad thing for the country', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
54,54,54,AUTOLKLY_W41,"{1.0: 'Definitely happen', 2.0: 'Probably happen', 3.0: 'Probably not happen', 4.0: 'Definitely not happen', 99.0: 'Refused'}","Within the next 30 years, how likely do you think it is that the type of work that you do will be done by robots or computers? Do you think this will","['Definitely happen', 'Probably happen', 'Probably not happen', 'Definitely not happen', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
55,55,55,ROBIMPACTa_W41,"{1.0: 'Yes, likely', 2.0: 'No, not likely', 99.0: 'Refused'}","If robots and computers perform most of the jobs currently being done by humans, do you think it is likely or not that inequality between the rich and the poor would increase","['Yes, likely', 'No, not likely', 'Refused']","[1.0, 2.0]"
56,56,56,ROBIMPACTb_W41,"{1.0: 'Yes, likely', 2.0: 'No, not likely', 99.0: 'Refused'}","If robots and computers perform most of the jobs currently being done by humans, do you think it is likely or not that the economy would create many new, better-paying jobs for humans","['Yes, likely', 'No, not likely', 'Refused']","[1.0, 2.0]"
57,57,57,LEGALIMG_W41,"{1.0: 'Increased', 2.0: 'Maintained at current levels', 3.0: 'Decreased', 99.0: 'Refused'}","In order to maintain the strength of the U.S. economy over the next 30 years, do you think that legal immigration will need to be","['Increased', 'Maintained at current levels', 'Decreased', 'Refused']","[1.0, 2.0, 3.0]"
58,58,58,FUTRCLASSa_W41,"{1.0: 'Increase', 2.0: 'Decrease', 3.0: 'Stay about the same', 99.0: 'Refused'}","Over the next 30 years, do you think the share of Americans who are upper class will increase, decrease, or stay about the same?","['Increase', 'Decrease', 'Stay about the same', 'Refused']","[1.0, 2.0, 1.5]"
59,59,59,FUTRCLASSb_W41,"{1.0: 'Increase', 2.0: 'Decrease', 3.0: 'Stay about the same', 99.0: 'Refused'}","Over the next 30 years, do you think the share of Americans who are in Middle Class will increase, decrease, or stay about the same?","['Increase', 'Decrease', 'Stay about the same', 'Refused']","[1.0, 2.0, 1.5]"
60,60,60,FUTRCLASSc_W41,"{1.0: 'Increase', 2.0: 'Decrease', 3.0: 'Stay about the same', 99.0: 'Refused'}","Over the next 30 years, do you think the share of Americans who are lower class will increase, decrease, or stay about the same?","['Increase', 'Decrease', 'Stay about the same', 'Refused']","[1.0, 2.0, 1.5]"
61,61,61,HARASS1F1a_W41,"{1.0: 'Major problem', 2.0: 'Minor problem', 3.0: 'Not a problem', 99.0: 'Refused'}","When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say women claiming they have experienced sexual harassment or assault when it hasn't actually is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']","[1.0, 2.0, 3.0]"
62,62,62,HARASS1F1b_W41,"{1.0: 'Major problem', 2.0: 'Minor problem', 3.0: 'Not a problem', 99.0: 'Refused'}","When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say employers firing men who have been accused of sexual harassment or assault before finding ou is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']","[1.0, 2.0, 3.0]"
63,63,63,HARASS1F1c_W41,"{1.0: 'Major problem', 2.0: 'Minor problem', 3.0: 'Not a problem', 99.0: 'Refused'}","When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say men getting away with committing sexual harassment or assault is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']","[1.0, 2.0, 3.0]"
64,64,64,HARASS1F1d_W41,"{1.0: 'Major problem', 2.0: 'Minor problem', 3.0: 'Not a problem', 99.0: 'Refused'}","When it comes to sexual harassment and sexual assault in the workplace today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or ass is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']","[1.0, 2.0, 3.0]"
65,65,65,HARASS1NOWRKF2a_W41,"{1.0: 'Major problem', 2.0: 'Minor problem', 3.0: 'Not a problem', 99.0: 'Refused'}","When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say women claiming they have experienced sexual harassment or assault when it hasn't actually occurred is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']","[1.0, 2.0, 3.0]"
66,66,66,HARASS1NOWRKF2c_W41,"{1.0: 'Major problem', 2.0: 'Minor problem', 3.0: 'Not a problem', 99.0: 'Refused'}","When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say men getting away with committing sexual harassment or assault is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']","[1.0, 2.0, 3.0]"
67,67,67,HARASS1NOWRKF2d_W41,"{1.0: 'Major problem', 2.0: 'Minor problem', 3.0: 'Not a problem', 99.0: 'Refused'}","When it comes to sexual harassment and sexual assault today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or assault is?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']","[1.0, 2.0, 3.0]"
68,68,68,HARASS3F1_W41,"{1.0: 'Has made it easier for men', 2.0: 'Has made it harder for men', 3.0: ""Hasn't made much difference"", 99.0: 'Refused'}","Do you think the increased focus on sexual harassment and assault has made it easier or harder for men to know how to interact with women in the workplace, or hasn't it made much difference?","['Has made it easier for men', 'Has made it harder for men', ""Hasn't made much difference"", 'Refused']","[1.0, 2.0, 1.5]"
69,69,69,HARASS3NOWRKF2_W41,"{1.0: 'Has made it easier for men', 2.0: 'Has made it harder for men', 3.0: ""Hasn't made much difference"", 99.0: 'Refused'}","Do you think the increased focus on sexual harassment and assault has made it easier or harder for men to know how to interact with women, or hasn't it made much difference?","['Has made it easier for men', 'Has made it harder for men', ""Hasn't made much difference"", 'Refused']","[1.0, 2.0, 1.5]"
70,70,70,HARASS4_W41,"{1.0: 'Yes', 2.0: 'No', 99.0: 'Refused'}","Now thinking about your own experiences have you ever personally received unwanted sexual advances or verbal or physical harassment of a sexual nature? This can be in any circumstance, whether or not work-related.","['Yes', 'No', 'Refused']","[1.0, 2.0]"
71,71,71,HARASS5_W41,"{1.0: 'In a professional or work setting', 2.0: 'Outside of a professional or work setting', 3.0: 'Both', 99.0: 'Refused'}",Have you received unwanted sexual advances or verbal or physical harassment of a sexual nature,"['In a professional or work setting', 'Outside of a professional or work setting', 'Both', 'Refused']","[1.0, 2.0, 1.5]"
72,72,72,ETHNCMAJMOD_W41,"{1.0: 'A very good thing', 2.0: 'A somewhat good thing', 3.0: 'A somewhat bad thing', 4.0: 'A very bad thing', 5.0: 'Neither a good nor bad thing', 99.0: 'Refused'}","According to the U.S. Census Bureau, by the year 2050, a majority of the population will be made up of blacks, Asians, Hispanics, and other racial minorities. In terms of its impact on the country, do you think this will be","['A very good thing', 'A somewhat good thing', 'A somewhat bad thing', 'A very bad thing', 'Neither a good nor bad thing', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]"
73,73,73,AGEMAJ_W41,"{1.0: 'A very good thing', 2.0: 'A somewhat good thing', 3.0: 'A somewhat bad thing', 4.0: 'A very bad thing', 5.0: 'Neither a good nor bad thing', 99.0: 'Refused'}","According to the U.S. Census Bureau, by the year 2050, the number of people in the population who are 65 or older will outnumber people younger than 18. In terms of its impact on the country, do you think this will be","['A very good thing', 'A somewhat good thing', 'A somewhat bad thing', 'A very bad thing', 'Neither a good nor bad thing', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]"
74,74,74,INTRMAR_W41,"{1.0: 'A very good thing', 2.0: 'A somewhat good thing', 3.0: 'A somewhat bad thing', 4.0: 'A very bad thing', 5.0: 'Neither a good nor bad thing', 99.0: 'Refused'}","According to the U.S. Census Bureau, more people of different races are marrying each other these days than in the past. In terms of its impact on the country, do you think this is","['A very good thing', 'A somewhat good thing', 'A somewhat bad thing', 'A very bad thing', 'Neither a good nor bad thing', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]"
75,75,75,SSMONEY_W41,"{1.0: 'Yes, at current levels', 2.0: 'Yes, but at reduced levels', 3.0: 'No', 99.0: 'Refused'}","Thinking about what the Social Security system will look like when you are ready to retire, do you think there will be enough money to provide benefits to older Americans?","['Yes, at current levels', 'Yes, but at reduced levels', 'No', 'Refused']","[1.0, 2.0, 3.0]"
76,76,76,SSCUT_W41,"{1.0: 'Some reductions in benefits for future retirees will need to be made', 2.0: 'Social Security benefits should not be reduced in any way', 99.0: 'Refused'}","Thinking about the long-term future of Social Security, which statement comes closer to your view, even if neither is exactly right?","['Some reductions in benefits for future retirees will need to be made', 'Social Security benefits should not be reduced in any way', 'Refused']","[1.0, 2.0]"
