,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal
43,43,43,RACESURV18c_W43,"{1.0: 'Very well', 2.0: 'Pretty well', 3.0: 'Not too well', 4.0: 'Not at all well', 5.0: 'Not sure', 99.0: 'Refused'}","Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and whites","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
44,44,44,RACESURV18d_W43,"{1.0: 'Very well', 2.0: 'Pretty well', 3.0: 'Not too well', 4.0: 'Not at all well', 5.0: 'Not sure', 99.0: 'Refused'}","Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Whites and Asians","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
45,45,45,RACESURV18e_W43,"{1.0: 'Very well', 2.0: 'Pretty well', 3.0: 'Not too well', 4.0: 'Not at all well', 5.0: 'Not sure', 99.0: 'Refused'}","Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Asians","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
46,46,46,RACESURV18f_W43,"{1.0: 'Very well', 2.0: 'Pretty well', 3.0: 'Not too well', 4.0: 'Not at all well', 5.0: 'Not sure', 99.0: 'Refused'}","Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Hispanics and Asians","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
47,47,47,RACESURV19a_W43,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Racial discrimination","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
48,48,48,RACESURV19b_W43,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Lack of motivation to work hard","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
49,49,49,RACESURV19c_W43,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to good quality schools","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
50,50,50,RACESURV19d_W43,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Lack of good role models","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
51,51,51,RACESURV19e_W43,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
52,52,52,RACESURV19f_W43,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Family instability","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
53,53,53,RACESURV20_W43,"{1.0: 'Yes, regularly', 2.0: 'Yes, from time to time', 3.0: 'No', 99.0: 'Refused'}","Thinking about your own experience, have you ever personally experienced discrimination or been treated unfairly because of your race or ethnicity?","['Yes, regularly', 'Yes, from time to time', 'No', 'Refused']","[1.0, 2.0, 3.0]"
54,54,54,RACESURV21_W43,"{1.0: 'Often', 2.0: 'Sometimes', 3.0: 'Rarely', 4.0: 'Never', 99.0: 'Refused'}","How often, if ever, did your family talk to you about challenges you might face because of your race or ethnicity?","['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
55,55,55,RACESURV22_W43,"{1.0: 'Often', 2.0: 'Sometimes', 3.0: 'Rarely', 4.0: 'Never', 99.0: 'Refused'}","How often, if ever, did your family talk to you about advantages you might have because of your race or ethnicity?","['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
56,56,56,RACESURV24_W43,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Not much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you think what happens to white people in the country overall affects what happens in your own life?","['A lot', 'Some', 'Not much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
57,57,57,RACESURV25_W43,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Not much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you think what happens to black people in the country overall affects what happens in your own life?","['A lot', 'Some', 'Not much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
58,58,58,RACESURV26_W43,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Not much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you think what happens to Hispanics in the country overall affects what happens in your own life?","['A lot', 'Some', 'Not much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
59,59,59,RACESURV27_W43,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Not much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you think what happens to Asians in the country overall affects what happens in your own life?","['A lot', 'Some', 'Not much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
60,60,60,IDIMPORT_W43,"{1.0: 'Extremely important', 2.0: 'Very important', 3.0: 'Moderately important', 4.0: 'Only a little important', 5.0: 'Not at all important', 99.0: 'Refused'}",How important is being white to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]"
61,61,61,IDIMPORT_W43,"{1.0: 'Extremely important', 2.0: 'Very important', 3.0: 'Moderately important', 4.0: 'Only a little important', 5.0: 'Not at all important', 99.0: 'Refused'}",How important is being black to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]"
62,62,62,IDIMPORT_W43,"{1.0: 'Extremely important', 2.0: 'Very important', 3.0: 'Moderately important', 4.0: 'Only a little important', 5.0: 'Not at all important', 99.0: 'Refused'}",How important is being Hispanic to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]"
63,63,63,IDIMPORT_W43,"{1.0: 'Extremely important', 2.0: 'Very important', 3.0: 'Moderately important', 4.0: 'Only a little important', 5.0: 'Not at all important', 99.0: 'Refused'}",How important is being Asian to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]"
64,64,64,IDIMPORT_W43,"{1.0: 'Extremely important', 2.0: 'Very important', 3.0: 'Moderately important', 4.0: 'Only a little important', 5.0: 'Not at all important', 99.0: 'Refused'}",How important is your racial background to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']","[1.0, 2.0, 3.0, 4.0, 5.0]"
65,65,65,RACESURV28a_W43,"{1.0: 'Black people are treated less fairly than white people', 2.0: 'White people are treated less fairly than black people', 3.0: 'Both are treated about equally', 99.0: 'Refused'}","Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in in hiring, pay and promotions situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']","[1.0, 2.0, 1.5]"
66,66,66,RACESURV28b_W43,"{1.0: 'Black people are treated less fairly than white people', 2.0: 'White people are treated less fairly than black people', 3.0: 'Both are treated about equally', 99.0: 'Refused'}","Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in in stores or restaurants situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']","[1.0, 2.0, 1.5]"
67,67,67,RACESURV28c_W43,"{1.0: 'Black people are treated less fairly than white people', 2.0: 'White people are treated less fairly than black people', 3.0: 'Both are treated about equally', 99.0: 'Refused'}","Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in when applying for a loan or mortgage situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']","[1.0, 2.0, 1.5]"
68,68,68,RACESURV28d_W43,"{1.0: 'Black people are treated less fairly than white people', 2.0: 'White people are treated less fairly than black people', 3.0: 'Both are treated about equally', 99.0: 'Refused'}","Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in in dealing with the police situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']","[1.0, 2.0, 1.5]"
69,69,69,RACESURV28e_W43,"{1.0: 'Black people are treated less fairly than white people', 2.0: 'White people are treated less fairly than black people', 3.0: 'Both are treated about equally', 99.0: 'Refused'}","Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in by the criminal justice system situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']","[1.0, 2.0, 1.5]"
70,70,70,RACESURV28f_W43,"{1.0: 'Black people are treated less fairly than white people', 2.0: 'White people are treated less fairly than black people', 3.0: 'Both are treated about equally', 99.0: 'Refused'}","Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in when voting in elections situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']","[1.0, 2.0, 1.5]"
71,71,71,RACESURV28g_W43,"{1.0: 'Black people are treated less fairly than white people', 2.0: 'White people are treated less fairly than black people', 3.0: 'Both are treated about equally', 99.0: 'Refused'}","Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in when seeking medical treatment situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']","[1.0, 2.0, 1.5]"
72,72,72,RACESURV29a_W43,"{1.0: 'A lot of interaction', 2.0: 'Some interaction', 3.0: 'Not much interaction', 4.0: 'No interaction at all', 99.0: 'Refused'}","In your daily life, how much interaction, if any, would you say you have with people who are White","['A lot of interaction', 'Some interaction', 'Not much interaction', 'No interaction at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
73,73,73,RACESURV29b_W43,"{1.0: 'A lot of interaction', 2.0: 'Some interaction', 3.0: 'Not much interaction', 4.0: 'No interaction at all', 99.0: 'Refused'}","In your daily life, how much interaction, if any, would you say you have with people who are black","['A lot of interaction', 'Some interaction', 'Not much interaction', 'No interaction at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
74,74,74,RACESURV29c_W43,"{1.0: 'A lot of interaction', 2.0: 'Some interaction', 3.0: 'Not much interaction', 4.0: 'No interaction at all', 99.0: 'Refused'}","In your daily life, how much interaction, if any, would you say you have with people who are hispanic","['A lot of interaction', 'Some interaction', 'Not much interaction', 'No interaction at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
75,75,75,RACESURV29d_W43,"{1.0: 'A lot of interaction', 2.0: 'Some interaction', 3.0: 'Not much interaction', 4.0: 'No interaction at all', 99.0: 'Refused'}","In your daily life, how much interaction, if any, would you say you have with people who are asian","['A lot of interaction', 'Some interaction', 'Not much interaction', 'No interaction at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
