,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal
10,10,10,CONFg_W42,"{1.0: 'A great deal of confidence', 2.0: 'A fair amount of confidence', 3.0: 'Not too much confidence', 4.0: 'No confidence at all', 99.0: 'Refused'}","How much confidence, if any, do you have in business leaders to act in the best interests of the public?","['A great deal of confidence', 'A fair amount of confidence', 'Not too much confidence', 'No confidence at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
11,11,11,POLICY1_W42,"{1.0: 'Scientists should take an active role in public policy debates about scientific issues', 2.0: 'Scientists should focus on establishing sound scientific facts and stay out of public policy debates', 99.0: 'Refused'}","Which of these statements comes closer to your own view, even if neither is exactly right?","['Scientists should take an active role in public policy debates about scientific issues', 'Scientists should focus on establishing sound scientific facts and stay out of public policy debates', 'Refused']","[1.0, 2.0]"
12,12,12,POLICY2_W42,"{1.0: 'Public opinion should play an important role to guide policy decisions about scientific issues', 2.0: 'Public opinion should not play an important role to guide policy decisions about scientific issues because these issues', 99.0: 'Refused'}","Which of these statements comes closer to your own view, even if neither is exactly right?","['Public opinion should play an important role to guide policy decisions about scientific issues', 'Public opinion should not play an important role to guide policy decisions about scientific issues because these issues', 'Refused']","[1.0, 2.0]"
13,13,13,POLICY3_W42,"{1.0: 'Usually better at making good policy decisions about scientific issues than other people', 2.0: 'Usually worse at making good policy decisions about scientific issues than other people', 3.0: 'neither better nor worse at making good policy decisions about scientific issues than other people', 99.0: 'Refused'}","In general, would you say scientific experts are","['Usually better at making good policy decisions about scientific issues than other people', 'Usually worse at making good policy decisions about scientific issues than other people', 'neither better nor worse at making good policy decisions about scientific issues than other people', 'Refused']","[1.0, 2.0, 1.5]"
14,14,14,RQ1_F1A_W42,"{1.0: 'Mostly positive', 2.0: 'Mostly negative', 3.0: 'Neither positive nor negative', 99.0: 'Refused'}","In general, would you say your view of medical research scientists is","['Mostly positive', 'Mostly negative', 'Neither positive nor negative', 'Refused']","[1.0, 2.0, 1.5]"
15,15,15,RQ2_F1A_W42,"{1.0: 'A lot', 2.0: 'A little', 3.0: 'Nothing at all', 99.0: 'Refused'}","How much, if anything, do you know about what medical research scientists do?","['A lot', 'A little', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0]"
16,16,16,RQ3_F1Aa_W42,"{1.0: 'Yes, know someone who does this', 2.0: 'No, do not know someone who does this', 99.0: 'Refused'}",Is what you know about medical research scientists because you know someone who does this,"['Yes, know someone who does this', 'No, do not know someone who does this', 'Refused']","[1.0, 2.0]"
17,17,17,RQ3_F1Ab_W42,"{1.0: 'Yes, learned about this in school', 2.0: 'No, did not learn about this in school', 99.0: 'Refused'}",Is what you know about medical research scientists because you learned about this in school,"['Yes, learned about this in school', 'No, did not learn about this in school', 'Refused']","[1.0, 2.0]"
18,18,18,RQ3_F1Ac_W42,"{1.0: 'Yes, learned about this in my job', 2.0: 'No, did not learn about this in my job', 99.0: 'Refused'}",Is what you know about medical research scientists because you learned about this in your job,"['Yes, learned about this in my job', 'No, did not learn about this in my job', 'Refused']","[1.0, 2.0]"
19,19,19,RQ3_F1Ad_W42,"{1.0: 'Yes, have heard or read about this in the news', 2.0: 'No, have not heard or read about this in the news', 99.0: 'Refused'}",Is what you know about medical research scientists because you have heard or read about this in the news,"['Yes, have heard or read about this in the news', 'No, have not heard or read about this in the news', 'Refused']","[1.0, 2.0]"
20,20,20,RQ4_F1Aa_W42,"{1.0: 'All or most of time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about medical research scientists, how often would you say they do a good job conducting research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
21,21,21,RQ4_F1Ab_W42,"{1.0: 'All or most of time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about medical research scientists, how often would you say they provide fair and accurate information when making statements about their research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
22,22,22,RQ4_F1Ac_W42,"{1.0: 'All or most of time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about medical research scientists, how often would you say they admit mistakes and take responsibility for them","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
23,23,23,RQ4_F1Ad_W42,"{1.0: 'All or most of time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about medical research scientists, how often would you say they are transparent about potential conflicts of interest with industry groups in their research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
24,24,24,RQ4_F1Ae_W42,"{1.0: 'All or most of time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about medical research scientists, how often would you say they care about the best interests of the public","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
25,25,25,RQ5_F1A_W42,"{1.0: 'A very big problem', 2.0: 'A moderately big problem', 3.0: 'A small problem', 4.0: 'Not a problem at all', 99.0: 'Refused'}","Overall, do you think research misconduct by medical research scientists is","['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
26,26,26,RQ6_F1A_W42,"{1.0: 'Isolated incidents', 2.0: 'Signs of a broader problem', 99.0: 'Refused'}","When you hear or read news stories about research misconduct by medical research scientists, do you think of these cases as","['Isolated incidents', 'Signs of a broader problem', 'Refused']","[1.0, 2.0]"
27,27,27,RQ7_F1A_W42,"{1.0: ""Most medical research scientists have good intentions, it's the research system that's broken"", 2.0: ""The research system can work fine, it's the medical research scientists that are the problem"", 99.0: 'Refused'}","When you hear about problems with research misconduct among medical research scientists, which comes closer to your view, even if neither is exactly right?","[""Most medical research scientists have good intentions, it's the research system that's broken"", ""The research system can work fine, it's the medical research scientists that are the problem"", 'Refused']","[1.0, 2.0]"
28,28,28,RQ8_F1A_W42,"{1.0: 'All or most of the time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","How often, if at all, do you think medical research scientists face serious consequences if they engage in research misconduct?","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
29,29,29,RQ1_F1B_W42,"{1.0: 'Mostly positive', 2.0: 'Mostly negative', 3.0: 'Neither positive nor negative', 99.0: 'Refused'}","In general, would you say your view of environmental research scientists is","['Mostly positive', 'Mostly negative', 'Neither positive nor negative', 'Refused']","[1.0, 2.0, 1.5]"
30,30,30,RQ2_F1B_W42,"{1.0: 'A lot', 2.0: 'A little', 3.0: 'Nothing at all', 99.0: 'Refused'}","How much, if anything, do you know about what environmental research scientists do?","['A lot', 'A little', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0]"
31,31,31,RQ3_F1Ba_W42,"{1.0: 'Yes, know someone who does this', 2.0: 'No, do not know someone who does this', 99.0: 'Refused'}",Is what you know about environmental research scientists because you know someone who does this,"['Yes, know someone who does this', 'No, do not know someone who does this', 'Refused']","[1.0, 2.0]"
32,32,32,RQ3_F1Bb_W42,"{1.0: 'Yes, learned about this in school', 2.0: 'No, did not learn about this in school', 99.0: 'Refused'}",Is what you know about environmental research scientists because you learned about this in school,"['Yes, learned about this in school', 'No, did not learn about this in school', 'Refused']","[1.0, 2.0]"
33,33,33,RQ3_F1Bc_W42,"{1.0: 'Yes, learned about this in my job', 2.0: 'No, did not learn about this in my job', 99.0: 'Refused'}",Is what you know about environmental research scientists because you learned about this in your job,"['Yes, learned about this in my job', 'No, did not learn about this in my job', 'Refused']","[1.0, 2.0]"
34,34,34,RQ3_F1Bd_W42,"{1.0: 'Yes, have heard or read about this in the news', 2.0: 'No, have not heard or read about this in the news', 99.0: 'Refused'}",Is what you know about environmental research scientists because you have heard or read about this in the news,"['Yes, have heard or read about this in the news', 'No, have not heard or read about this in the news', 'Refused']","[1.0, 2.0]"
35,35,35,RQ4_F1Ba_W42,"{1.0: 'All or most of time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about environmental research scientists, how often would you say they do a good job conducting research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
36,36,36,RQ4_F1Bb_W42,"{1.0: 'All or most of time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about environmental research scientists, how often would you say they provide fair and accurate information when making statements about their research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
37,37,37,RQ4_F1Bc_W42,"{1.0: 'All or most of time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about environmental research scientists, how often would you say they admit mistakes and take responsibility for them","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
38,38,38,RQ4_F1Bd_W42,"{1.0: 'All or most of time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about environmental research scientists, how often would you say they are transparent about potential conflicts of interest with industry groups in their research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
39,39,39,RQ4_F1Be_W42,"{1.0: 'All or most of time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about environmental research scientists, how often would you say they care about the best interests of the public","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
40,40,40,RQ5_F1B_W42,"{1.0: 'A very big problem', 2.0: 'A moderately big problem', 3.0: 'A small problem', 4.0: 'Not a problem at all', 99.0: 'Refused'}","Overall, do you think research misconduct by environmental research scientists is","['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
41,41,41,RQ6_F1B_W42,"{1.0: 'Isolated incidents', 2.0: 'Signs of a broader problem', 99.0: 'Refused'}","When you hear or read news stories about research misconduct by environmental research scientists, do you think of these cases as","['Isolated incidents', 'Signs of a broader problem', 'Refused']","[1.0, 2.0]"
42,42,42,RQ7_F1B_W42,"{1.0: ""Most environmental research scientists have good intentions, it's the research system that's broken"", 2.0: ""The research system can work fine, it's the environmental research scientists that are the problem"", 99.0: 'Refused'}","When you hear about problems with research misconduct among environmental research scientists, which comes closer to your view, even if neither is exactly right?","[""Most environmental research scientists have good intentions, it's the research system that's broken"", ""The research system can work fine, it's the environmental research scientists that are the problem"", 'Refused']","[1.0, 2.0]"
43,43,43,RQ8_F1B_W42,"{1.0: 'All or most of the time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","How often, if at all, do you think environmental research scientists face serious consequences if they engage in research misconduct?","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
44,44,44,RQ1_F1C_W42,"{1.0: 'Mostly positive', 2.0: 'Mostly negative', 3.0: 'Neither positive nor negative', 99.0: 'Refused'}","In general, would you say your view of nutrition research scientists is","['Mostly positive', 'Mostly negative', 'Neither positive nor negative', 'Refused']","[1.0, 2.0, 1.5]"
45,45,45,RQ2_F1C_W42,"{1.0: 'A lot', 2.0: 'A little', 3.0: 'Nothing at all', 99.0: 'Refused'}","How much, if anything, do you know about what nutrition research scientists do?","['A lot', 'A little', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0]"
46,46,46,RQ3_F1Ca_W42,"{1.0: 'Yes, know someone who does this', 2.0: 'No, do not know someone who does this', 99.0: 'Refused'}",Is what you know about nutrition research scientists because you know someone who does this,"['Yes, know someone who does this', 'No, do not know someone who does this', 'Refused']","[1.0, 2.0]"
47,47,47,RQ3_F1Cb_W42,"{1.0: 'Yes, learned about this in school', 2.0: 'No, did not learn about this in school', 99.0: 'Refused'}",Is what you know about nutrition research scientists because you learned about this in school,"['Yes, learned about this in school', 'No, did not learn about this in school', 'Refused']","[1.0, 2.0]"
48,48,48,RQ3_F1Cc_W42,"{1.0: 'Yes, learned about this in my job', 2.0: 'No, did not learn about this in my job', 99.0: 'Refused'}",Is what you know about nutrition research scientists because you learned about this in your job,"['Yes, learned about this in my job', 'No, did not learn about this in my job', 'Refused']","[1.0, 2.0]"
49,49,49,RQ3_F1Cd_W42,"{1.0: 'Yes, have heard or read about this in the news', 2.0: 'No, have not heard or read about this in the news', 99.0: 'Refused'}",Is what you know about nutrition research scientists because you have heard or read about this in the news,"['Yes, have heard or read about this in the news', 'No, have not heard or read about this in the news', 'Refused']","[1.0, 2.0]"
50,50,50,RQ4_F1Ca_W42,"{1.0: 'All or most of time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about nutrition research scientists, how often would you say they do a good job conducting research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
51,51,51,RQ4_F1Cb_W42,"{1.0: 'All or most of time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about nutrition research scientists, how often would you say they provide fair and accurate information when making statements about their research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
52,52,52,RQ4_F1Cc_W42,"{1.0: 'All or most of time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about nutrition research scientists, how often would you say they admit mistakes and take responsibility for them","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
53,53,53,RQ4_F1Cd_W42,"{1.0: 'All or most of time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about nutrition research scientists, how often would you say they are transparent about potential conflicts of interest with industry groups in their research","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
54,54,54,RQ4_F1Ce_W42,"{1.0: 'All or most of time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about nutrition research scientists, how often would you say they care about the best interests of the public","['All or most of time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
55,55,55,RQ5_F1C_W42,"{1.0: 'A very big problem', 2.0: 'A moderately big problem', 3.0: 'A small problem', 4.0: 'Not a problem at all', 99.0: 'Refused'}","Overall, do you think research misconduct by nutrition research scientists is","['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
56,56,56,RQ6_F1C_W42,"{1.0: 'Isolated incidents', 2.0: 'Signs of a broader problem', 99.0: 'Refused'}","When you hear or read news stories about research misconduct by nutrition research scientists, do you think of these cases as","['Isolated incidents', 'Signs of a broader problem', 'Refused']","[1.0, 2.0]"
57,57,57,RQ7_F1C_W42,"{1.0: ""Most nutrition research scientists have good intentions, it's the research system that's broken"", 2.0: ""The research system can work fine, it's the nutrition research scientists that are the problem"", 99.0: 'Refused'}","When you hear about problems with research misconduct among nutrition research scientists, which comes closer to your view, even if neither is exactly right?","[""Most nutrition research scientists have good intentions, it's the research system that's broken"", ""The research system can work fine, it's the nutrition research scientists that are the problem"", 'Refused']","[1.0, 2.0]"
58,58,58,RQ8_F1C_W42,"{1.0: 'All or most of the time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","How often, if at all, do you think nutrition research scientists face serious consequences if they engage in research misconduct?","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
59,59,59,PQ1_F2A_W42,"{1.0: 'Mostly positive', 2.0: 'Mostly negative', 3.0: 'Neither positive nor negative', 99.0: 'Refused'}","In general, would you say your view of medical doctors is","['Mostly positive', 'Mostly negative', 'Neither positive nor negative', 'Refused']","[1.0, 2.0, 1.5]"
60,60,60,PQ2_F2A_W42,"{1.0: 'A lot', 2.0: 'A little', 3.0: 'Nothing at all', 99.0: 'Refused'}","How much, if anything, do you know about what medical doctors do?","['A lot', 'A little', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0]"
61,61,61,PQ3_F2Aa_W42,"{1.0: 'Yes, know someone who does this', 2.0: 'No, do not know someone who does this', 99.0: 'Refused'}",Is what you know about medical doctors because you know someone who does this,"['Yes, know someone who does this', 'No, do not know someone who does this', 'Refused']","[1.0, 2.0]"
62,62,62,PQ3_F2Ab_W42,"{1.0: 'Yes, learned about this in school', 2.0: 'No, did not learn about this in school', 99.0: 'Refused'}",Is what you know about medical doctors because you learned about this in school,"['Yes, learned about this in school', 'No, did not learn about this in school', 'Refused']","[1.0, 2.0]"
63,63,63,PQ3_F2Ac_W42,"{1.0: 'Yes, learned about this in my job', 2.0: 'No, did not learn about this in my job', 99.0: 'Refused'}",Is what you know about medical doctors because you learned about this in your job,"['Yes, learned about this in my job', 'No, did not learn about this in my job', 'Refused']","[1.0, 2.0]"
64,64,64,PQ3_F2Ad_W42,"{1.0: 'Yes, have heard or read about this in the news', 2.0: 'No, have not heard or read about this in the news', 99.0: 'Refused'}",Is what you know about medical doctors because you have heard or read about this in the news,"['Yes, have heard or read about this in the news', 'No, have not heard or read about this in the news', 'Refused']","[1.0, 2.0]"
65,65,65,PQ4_F2Aa_W42,"{1.0: 'All or most of the time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about medical doctors, how often would you say they do a good job providing diagnoses and treatment recommendations","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
66,66,66,PQ4_F2Ab_W42,"{1.0: 'All or most of the time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about medical doctors, how often would you say they provide fair and accurate information when making recommendations","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
67,67,67,PQ4_F2Ac_W42,"{1.0: 'All or most of the time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about medical doctors, how often would you say they admit mistakes and take responsibility for them","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
68,68,68,PQ4_F2Ad_W42,"{1.0: 'All or most of the time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about medical doctors, how often would you say they are transparent about potential conflicts of interest with industry groups in their work","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
69,69,69,PQ4_F2Ae_W42,"{1.0: 'All or most of the time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about medical doctors, how often would you say they care about the best interests of their patients","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
70,70,70,PQ5_F2A_W42,"{1.0: 'A very big problem', 2.0: 'A moderately big problem', 3.0: 'A small problem', 4.0: 'Not a problem at all', 99.0: 'Refused'}","Overall, do you think professional misconduct by medical doctors is","['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
71,71,71,PQ6_F2A_W42,"{1.0: 'Isolated incidents', 2.0: 'Signs of a broader problem', 99.0: 'Refused'}","When you hear or read news stories about professional misconduct by medical doctors, do you think of these cases as","['Isolated incidents', 'Signs of a broader problem', 'Refused']","[1.0, 2.0]"
72,72,72,PQ7_F2A_W42,"{1.0: ""Most medical doctors have good intentions, it's the system that's broken"", 2.0: ""The system can work fine, it's the medical doctors that are the problem"", 99.0: 'Refused'}","When you hear about problems with professional misconduct among medical doctors, which comes closer to your view, even if neither is exactly right?","[""Most medical doctors have good intentions, it's the system that's broken"", ""The system can work fine, it's the medical doctors that are the problem"", 'Refused']","[1.0, 2.0]"
73,73,73,PQ8_F2A_W42,"{1.0: 'All or most of the time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","How often, if at all, do you think medical doctors face serious consequences if they engage in professional misconduct?","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
74,74,74,PQ1_F2B_W42,"{1.0: 'Mostly positive', 2.0: 'Mostly negative', 3.0: 'Neither positive nor negative', 99.0: 'Refused'}","In general, would you say your view of environmental health specialists is","['Mostly positive', 'Mostly negative', 'Neither positive nor negative', 'Refused']","[1.0, 2.0, 1.5]"
75,75,75,PQ2_F2B_W42,"{1.0: 'A lot', 2.0: 'A little', 3.0: 'Nothing at all', 99.0: 'Refused'}","How much, if anything, do you know about what environmental health specialists do?","['A lot', 'A little', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0]"
76,76,76,PQ3_F2Ba_W42,"{1.0: 'Yes, know someone who does this', 2.0: 'No, do not know someone who does this', 99.0: 'Refused'}",Is what you know about environmental health specialists because you know someone who does this,"['Yes, know someone who does this', 'No, do not know someone who does this', 'Refused']","[1.0, 2.0]"
77,77,77,PQ3_F2Bb_W42,"{1.0: 'Yes, learned about this in school', 2.0: 'No, did not learn about this in school', 99.0: 'Refused'}",Is what you know about environmental health specialists because you learned about this in school,"['Yes, learned about this in school', 'No, did not learn about this in school', 'Refused']","[1.0, 2.0]"
78,78,78,PQ3_F2Bc_W42,"{1.0: 'Yes, learned about this in my job', 2.0: 'No, did not learn about this in my job', 99.0: 'Refused'}",Is what you know about environmental health specialists because you learned about this in your job,"['Yes, learned about this in my job', 'No, did not learn about this in my job', 'Refused']","[1.0, 2.0]"
79,79,79,PQ3_F2Bd_W42,"{1.0: 'Yes, have heard or read about this in the news', 2.0: 'No, have not heard or read about this in the news', 99.0: 'Refused'}",Is what you know about environmental health specialists because you have heard or read about this in the news,"['Yes, have heard or read about this in the news', 'No, have not heard or read about this in the news', 'Refused']","[1.0, 2.0]"
80,80,80,PQ4_F2Ba_W42,"{1.0: 'All or most of the time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about environmental health specialists, how often would you say they do a good job providing recommendations about how to address risks to human health from the environment","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
81,81,81,PQ4_F2Bb_W42,"{1.0: 'All or most of the time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about environmental health specialists, how often would you say they provide fair and accurate information when making recommendations","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
82,82,82,PQ4_F2Bc_W42,"{1.0: 'All or most of the time', 2.0: 'Some of the time', 3.0: 'Only a little of the time', 4.0: 'None of the time', 99.0: 'Refused'}","Thinking about environmental health specialists, how often would you say they admit mistakes and take responsibility for them","['All or most of the time', 'Some of the time', 'Only a little of the time', 'None of the time', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
