,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal
53,53,53,ROMRELSER_W50,"{1.0: 'Very serious', 2.0: 'Somewhat serious', 3.0: 'Not too serious', 4.0: 'Not at all serious', 99.0: 'Refused'}",How serious would you say your current romantic relationship is?,"['Very serious', 'Somewhat serious', 'Not too serious', 'Not at all serious', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
54,54,54,FAMSURV19_W50,"{1.0: 'Very well', 2.0: 'Fairly well', 3.0: 'Not too well', 4.0: 'Not at all well', 99.0: 'Refused'}","Overall, would you say that things in your marriage/relationship are going","['Very well', 'Fairly well', 'Not too well', 'Not at all well', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
55,55,55,FAMSURV20_W50,"{1.0: 'Yes, thought of it as a step toward marriage', 2.0: 'No, did not think of it as a step toward marriage', 99.0: 'Refused'}",When you started living with your partner did you think about it as a step toward marriage?,"['Yes, thought of it as a step toward marriage', 'No, did not think of it as a step toward marriage', 'Refused']","[1.0, 2.0]"
56,56,56,FAMSURV21_W50,"{1.0: 'Yes, were engaged first', 2.0: 'No, were not engaged first', 99.0: 'Refused'}",Were you and your partner engaged to be married before you moved in together?,"['Yes, were engaged first', 'No, were not engaged first', 'Refused']","[1.0, 2.0]"
57,57,57,FAMSURV22a_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you got married, how much, if at all, was love a reason you decided to get married?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
58,58,58,FAMSURV22b_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you got married, how much, if at all, was companionship a reason you decided to get married?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
59,59,59,FAMSURV22c_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you got married, how much, if at all, was you or your partner were pregnan a reason you decided to get married?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
60,60,60,FAMSURV22d_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you got married, how much, if at all, was wanted to have children someday a reason you decided to get married?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
61,61,61,FAMSURV22e_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you got married, how much, if at all, was it made sense financially a reason you decided to get married?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
62,62,62,FAMSURV22f_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you got married, how much, if at all, was it was convenient a reason you decided to get married?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
63,63,63,FAMSURV22g_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you got married, how much, if at all, was wanted to make a formal commitment a reason you decided to get married?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
64,64,64,FAMSURV23a_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you started living with your partner, how much, if at all, was love a reason you decided to move in together?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
65,65,65,FAMSURV23b_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you started living with your partner, how much, if at all, was companionship a reason you decided to move in together?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
66,66,66,FAMSURV23c_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you started living with your partner, how much, if at all, was you or your partner were pregnant a reason you decided to move in together?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
67,67,67,FAMSURV23d_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you started living with your partner, how much, if at all, was wanted to have children someday a reason you decided to move in together?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
68,68,68,FAMSURV23e_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you started living with your partner, how much, if at all, was it made sense financially a reason you decided to move in together?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
69,69,69,FAMSURV23f_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you started living with your partner, how much, if at all, was it was convenient a reason you decided to move in together?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
70,70,70,FAMSURV23g_W50,"{1.0: 'Major reason', 2.0: 'Minor reason', 3.0: 'Not a reason', 99.0: 'Refused'}","Thinking back to when you started living with your partner, how much, if at all, was wanted to test your relationship a reason you decided to move in together?","['Major reason', 'Minor reason', 'Not a reason', 'Refused']","[1.0, 2.0, 3.0]"
71,71,71,MARRYPREF1_W50,"{1.0: 'Want to get married someday', 2.0: ""Don't want to get married"", 3.0: 'Are not sure if you want to get married', 99.0: 'Refused'}","Thinking about the future, would you say you","['Want to get married someday', ""Don't want to get married"", 'Are not sure if you want to get married', 'Refused']","[1.0, 2.0, 1.5]"
72,72,72,MARRYPREF2_W50,"{1.0: 'Want to get married again someday', 2.0: ""Don't want to get married again"", 3.0: 'Are not sure if you want to get married again', 99.0: 'Refused'}","Thinking about the future, would you say you","['Want to get married again someday', ""Don't want to get married again"", 'Are not sure if you want to get married again', 'Refused']","[1.0, 2.0, 1.5]"
73,73,73,FAMSURV25_W50,"{1.0: 'Very likely', 2.0: 'Somewhat likely', 3.0: 'Not too likely', 4.0: 'Not at all likely', 99.0: 'Refused'}","How likely, if at all, is it that you and your partner will get married someday?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
74,74,74,FAMSURV26a_W50,"{1.0: 'A lot of pressure', 2.0: 'Some pressure', 3.0: 'Not too much pressure', 4.0: 'No pressure at all', 99.0: 'Refused'}","How much pressure, if any, do you feel from your partner to marry your partner?","['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
75,75,75,FAMSURV26b_W50,"{1.0: 'A lot of pressure', 2.0: 'Some pressure', 3.0: 'Not too much pressure', 4.0: 'No pressure at all', 99.0: 'Refused'}","How much pressure, if any, do you feel from family members to marry your partner?","['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
76,76,76,FAMSURV26c_W50,"{1.0: 'A lot of pressure', 2.0: 'Some pressure', 3.0: 'Not too much pressure', 4.0: 'No pressure at all', 99.0: 'Refused'}","How much pressure, if any, do you feel from your friends to marry your partner?","['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
77,77,77,FAMSURV26d_W50,"{1.0: 'A lot of pressure', 2.0: 'Some pressure', 3.0: 'Not too much pressure', 4.0: 'No pressure at all', 99.0: 'Refused'}","How much pressure, if any, do you feel from society to marry your partner?","['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
78,78,78,FAMSURV27a_W50,"{1.0: 'A lot of pressure', 2.0: 'Some pressure', 3.0: 'Not too much pressure', 4.0: 'No pressure at all', 99.0: 'Refused'}","How much pressure, if any, did you feel from your partner to marry your partner after you moved in together?","['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
79,79,79,FAMSURV27b_W50,"{1.0: 'A lot of pressure', 2.0: 'Some pressure', 3.0: 'Not too much pressure', 4.0: 'No pressure at all', 99.0: 'Refused'}","How much pressure, if any, did you feel from family members to marry your partner after you moved in together?","['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
80,80,80,FAMSURV27c_W50,"{1.0: 'A lot of pressure', 2.0: 'Some pressure', 3.0: 'Not too much pressure', 4.0: 'No pressure at all', 99.0: 'Refused'}","How much pressure, if any, did you feel from your friends to marry your partner after you moved in together?","['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
81,81,81,FAMSURV27d_W50,"{1.0: 'A lot of pressure', 2.0: 'Some pressure', 3.0: 'Not too much pressure', 4.0: 'No pressure at all', 99.0: 'Refused'}","How much pressure, if any, did you feel from society to marry your partner after you moved in together?","['A lot of pressure', 'Some pressure', 'Not too much pressure', 'No pressure at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
82,82,82,FAMSURV28_W50,"{1.0: 'Yes', 2.0: 'No', 99.0: 'Refused'}",Would you say most people in your family consider your spouse partner to be part of their family?,"['Yes', 'No', 'Refused']","[1.0, 2.0]"
83,83,83,FAMSURV29_W50,"{1.0: 'Often', 2.0: 'Sometimes', 3.0: 'Rarely', 4.0: 'Never', 99.0: 'Refused'}","How often, if ever, do you and your partner talk about getting married?","['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
