,Unnamed: 0.1,Unnamed: 0,key,option_mapping,question,references,option_ordinal
10,10,10,GOVPRIORITYe_W54,"{1.0: 'A top priority', 2.0: 'Important, but lower priority', 3.0: 'Not too important', 4.0: 'Should not be done', 99.0: 'Refused'}",How much of a priority should the following be for the federal government to address: Dealing with terrorism,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
11,11,11,GOVPRIORITYf_W54,"{1.0: 'A top priority', 2.0: 'Important, but lower priority', 3.0: 'Not too important', 4.0: 'Should not be done', 99.0: 'Refused'}",How much of a priority should the following be for the federal government to address: Reducing gun violence,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
12,12,12,GOVRESP_a_W54,"{1.0: 'Yes, a responsibility of the federal government to provide for all Americans', 2.0: 'No, not the responsibility of the federal government to provide', 99.0: 'Refused'}",Do you think an adequate standard of living is something the federal government has a responsibility to provide for all Americans?,"['Yes, a responsibility of the federal government to provide for all Americans', 'No, not the responsibility of the federal government to provide', 'Refused']","[1.0, 2.0]"
13,13,13,GOVRESP_b_W54,"{1.0: 'Yes, a responsibility of the federal government to provide for all Americans', 2.0: 'No, not the responsibility of the federal government to provide', 99.0: 'Refused'}",Do you think adequate housing is something the federal government has a responsibility to provide for all Americans?,"['Yes, a responsibility of the federal government to provide for all Americans', 'No, not the responsibility of the federal government to provide', 'Refused']","[1.0, 2.0]"
14,14,14,GOVRESP_c_W54,"{1.0: 'Yes, a responsibility of the federal government to provide for all Americans', 2.0: 'No, not the responsibility of the federal government to provide', 99.0: 'Refused'}",Do you think high quality K-12 education is something the federal government has a responsibility to provide for all Americans?,"['Yes, a responsibility of the federal government to provide for all Americans', 'No, not the responsibility of the federal government to provide', 'Refused']","[1.0, 2.0]"
15,15,15,GOVRESP_d_W54,"{1.0: 'Yes, a responsibility of the federal government to provide for all Americans', 2.0: 'No, not the responsibility of the federal government to provide', 99.0: 'Refused'}",Do you think a college education is something the federal government has a responsibility to provide for all Americans?,"['Yes, a responsibility of the federal government to provide for all Americans', 'No, not the responsibility of the federal government to provide', 'Refused']","[1.0, 2.0]"
16,16,16,GOVRESP_e_W54,"{1.0: 'Yes, a responsibility of the federal government to provide for all Americans', 2.0: 'No, not the responsibility of the federal government to provide', 99.0: 'Refused'}",Do you think adequate income in retirement is something the federal government has a responsibility to provide for all Americans?,"['Yes, a responsibility of the federal government to provide for all Americans', 'No, not the responsibility of the federal government to provide', 'Refused']","[1.0, 2.0]"
17,17,17,GOVRESP_f_W54,"{1.0: 'Yes, a responsibility of the federal government to provide for all Americans', 2.0: 'No, not the responsibility of the federal government to provide', 99.0: 'Refused'}",Do you think adequate medical care is something the federal government has a responsibility to provide for all Americans?,"['Yes, a responsibility of the federal government to provide for all Americans', 'No, not the responsibility of the federal government to provide', 'Refused']","[1.0, 2.0]"
18,18,18,GOVRESP_g_W54,"{1.0: 'Yes, a responsibility of the federal government to provide for all Americans', 2.0: 'No, not the responsibility of the federal government to provide', 99.0: 'Refused'}",Do you think Health insurance is something the federal government has a responsibility to provide for all Americans?,"['Yes, a responsibility of the federal government to provide for all Americans', 'No, not the responsibility of the federal government to provide', 'Refused']","[1.0, 2.0]"
19,19,19,GOVRESP_h_W54,"{1.0: 'Yes, a responsibility of the federal government to provide for all Americans', 2.0: 'No, not the responsibility of the federal government to provide', 99.0: 'Refused'}",Do you think access to high-speed internet is something the federal government has a responsibility to provide for all Americans?,"['Yes, a responsibility of the federal government to provide for all Americans', 'No, not the responsibility of the federal government to provide', 'Refused']","[1.0, 2.0]"
20,20,20,ECON1_W54,"{1.0: 'Excellent', 2.0: 'Good', 3.0: 'Only fair', 4.0: 'Poor', 99.0: 'Refused'}","Thinking about the nation's economy, how would you rate economic conditions in this country today?","['Excellent', 'Good', 'Only fair', 'Poor', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
21,21,21,ECON1B_W54,"{1.0: 'Better', 2.0: 'Worse', 3.0: 'About the same as now', 99.0: 'Refused'}","A year from now, do you expect that economic conditions in the country as a whole will be","['Better', 'Worse', 'About the same as now', 'Refused']","[1.0, 2.0, 1.5]"
22,22,22,ECON3_a_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you think the availability of jobs is contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
23,23,23,ECON3_b_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you think how the stock market is doing is contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
24,24,24,ECON3_c_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you think prices for food and consumer goods are contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
25,25,25,ECON3_d_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you think the cost of health care is contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
26,26,26,ECON3_e_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you think real estate values are contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
27,27,27,ECON3_f_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you think gas prices are contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
28,28,28,ECON3_g_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you think the federal budget deficit is contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
29,29,29,ECON3_h_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you think wages and incomes are contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
30,30,30,ECON3_i_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","How much, if at all, do you think the country's tax system is contributing to your opinion about how the economy is doing?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
31,31,31,ECON4_a_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","Thinking about your own household's financial situation, how much, if at all, does the availability of jobs in your area affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
32,32,32,ECON4_b_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","Thinking about your own household's financial situation, how much, if at all, does how the stock market is doing affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
33,33,33,ECON4_c_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","Thinking about your own household's financial situation, how much, if at all, does prices for food and consumer goods affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
34,34,34,ECON4_d_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","Thinking about your own household's financial situation, how much, if at all, does the cost of health care affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
35,35,35,ECON4_e_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","Thinking about your own household's financial situation, how much, if at all, does real estate values in your area affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
36,36,36,ECON4_f_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","Thinking about your own household's financial situation, how much, if at all, does gas prices affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
37,37,37,ECON4_g_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","Thinking about your own household's financial situation, how much, if at all, does the federal budget deficit affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
38,38,38,ECON4_h_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","Thinking about your own household's financial situation, how much, if at all, does wages and incomes in your area affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
39,39,39,ECON4_i_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","Thinking about your own household's financial situation, how much, if at all, does the country's tax system affect your household's financial situation?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
40,40,40,INEQ1_W54,"{1.0: 'Too much economic inequality', 2.0: 'Too little economic inequality', 3.0: 'About the right amount of economic inequality', 99.0: 'Refused'}","Thinking about the level of economic inequality in the country these days, would you say there is","['Too much economic inequality', 'Too little economic inequality', 'About the right amount of economic inequality', 'Refused']","[1.0, 2.0, 1.5]"
41,41,41,INEQ2_W54,"{1.0: 'Some amount of economic inequality is acceptable', 2.0: 'No amount of economic inequality is acceptable', 99.0: 'Refused'}",Do you think that,"['Some amount of economic inequality is acceptable', 'No amount of economic inequality is acceptable', 'Refused']","[1.0, 2.0]"
42,42,42,INEQ3_W54,"{1.0: 'Requires only minor changes', 2.0: 'Requires major changes', 3.0: 'Needs to be completely rebuilt', 99.0: 'Refused'}","In order to address economic inequality in this country, do you think our economic system","['Requires only minor changes', 'Requires major changes', 'Needs to be completely rebuilt', 'Refused']","[1.0, 2.0, 3.0]"
43,43,43,INEQ4_a_W54,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Only a little', 4.0: 'None', 99.0: 'Refused'}","How much responsibility, if any, should the federal government have in reducing economic inequality in our country?","['A lot', 'Some', 'Only a little', 'None', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
44,44,44,INEQ4_b_W54,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Only a little', 4.0: 'None', 99.0: 'Refused'}","How much responsibility, if any, should state governments have in reducing economic inequality in our country?","['A lot', 'Some', 'Only a little', 'None', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
45,45,45,INEQ4_c_W54,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Only a little', 4.0: 'None', 99.0: 'Refused'}","How much responsibility, if any, should large businesses and corporations have in reducing economic inequality in our country?","['A lot', 'Some', 'Only a little', 'None', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
46,46,46,INEQ4_d_W54,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Only a little', 4.0: 'None', 99.0: 'Refused'}","How much responsibility, if any, should churches and other religious organizations have in reducing economic inequality in our country?","['A lot', 'Some', 'Only a little', 'None', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
47,47,47,INEQ4_e_W54,"{1.0: 'A lot', 2.0: 'Some', 3.0: 'Only a little', 4.0: 'None', 99.0: 'Refused'}","How much responsibility, if any, should wealthy individuals have in reducing economic inequality in our country?","['A lot', 'Some', 'Only a little', 'None', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
48,48,48,INEQ5_a_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think the outsourcing of jobs to other countries contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
49,49,49,INEQ5_b_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think our current trade policies with other countries contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
50,50,50,INEQ5_c_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think the automation of jobs contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
51,51,51,INEQ5_d_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think too much regulation of major corporations contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
52,52,52,INEQ5_e_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think not enough regulation of major corporations contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
53,53,53,INEQ5_f_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think some people work harder than others contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
54,54,54,INEQ5_g_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think our tax system contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
55,55,55,INEQ5_h_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think the different life choices people make contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
56,56,56,INEQ5_i_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think some people starting out with more opportunities than others contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
57,57,57,INEQ5_j_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think problems with our educational system contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
58,58,58,INEQ5_k_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think discrimination against racial and ethnic minorities contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
59,59,59,INEQ5_l_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think the growing number of illegal immigrants working in the U.S. contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
60,60,60,INEQ5_m_W54,"{1.0: 'Contributes a great deal', 2.0: 'Contributes a fair amount', 3.0: 'Contributes not too much', 4.0: 'Contributes not at all', 99.0: 'Refused'}","How much, if at all, do you think the growing number of legal immigrants working in the U.S. contributes to economic inequality in this country?","['Contributes a great deal', 'Contributes a fair amount', 'Contributes not too much', 'Contributes not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
61,61,61,INEQ6_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","Thinking about children growing up in this country these days, how much, if at all, do you think their family's financial situation impacts their ability to succeed in life?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
62,62,62,INEQ7_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Not at all', 99.0: 'Refused'}","Thinking about children growing up in the area where you live these days, how much, if at all, do you think their family's financial situation impacts their ability to succeed in life?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
63,63,63,INEQ8_a_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Increasing the federal minimum wage","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
64,64,64,INEQ8_b_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Making college tuition free at both public two-year and four-year colleges","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
65,65,65,INEQ8_c_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Increasing taxes on the wealthiest Americans","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
66,66,66,INEQ8_d_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Expanding Medicare so that it covers Americans of all ages","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
67,67,67,INEQ8_e_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Ensuring that workers have the skills they need for today's jobs","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
68,68,68,INEQ8_f_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Making college tuition free at public two-year colleges","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
69,69,69,INEQ8_g_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Eliminating college debt","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
70,70,70,INEQ8_h_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Reducing illegal immigration","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
71,71,71,INEQ8_i_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Expanding government benefits for the poor","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
72,72,72,INEQ8_j_W54,"{1.0: 'A great deal', 2.0: 'A fair amount', 3.0: 'Not too much', 4.0: 'Nothing at all', 99.0: 'Refused'}","How much, if at all, do you think the following proposals would do to reduce economic inequality in the U.S.? Breaking up large corporations","['A great deal', 'A fair amount', 'Not too much', 'Nothing at all', 'Refused']","[1.0, 2.0, 3.0, 4.0]"
73,73,73,INEQ9_W54,"{1.0: 'Give direct assistance to people who are poor in the form of cash payments or tax credits', 2.0: 'Invest in education and job training programs for people who are poor', 99.0: 'Refused'}","In order to address economic inequality in this country, do you think it would be better for the government to","['Give direct assistance to people who are poor in the form of cash payments or tax credits', 'Invest in education and job training programs for people who are poor', 'Refused']","[1.0, 2.0]"
74,74,74,INEQ10_W54,"{1.0: 'Should raise taxes on the wealthiest Americans', 2.0: 'Should not raise taxes on the wealthiest Americans', 99.0: 'Refused'}","In order to address economic inequality in this country, do you think the government","['Should raise taxes on the wealthiest Americans', 'Should not raise taxes on the wealthiest Americans', 'Refused']","[1.0, 2.0]"
75,75,75,INEQ11_W54,"{1.0: 'Should raise taxes on people like you', 2.0: 'Should not raise taxes on people like you', 99.0: 'Refused'}","In order to address economic inequality in this country, do you think the government","['Should raise taxes on people like you', 'Should not raise taxes on people like you', 'Refused']","[1.0, 2.0]"
76,76,76,ECON5_a_W54,"{1.0: 'Helping a lot', 2.0: 'Helping a little', 3.0: 'Hurting a little', 4.0: 'Hurting a lot', 5.0: 'Neither helping nor hurting', 99.0: 'Refused'}",Do you think the country's current economic conditions are helping or hurting you and your family?,"['Helping a lot', 'Helping a little', 'Hurting a little', 'Hurting a lot', 'Neither helping nor hurting', 'Refused']","[1.0, 2.0, 3.0, 4.0, 2.5]"
